Issue_date	Name	Name_of_Issuer	CUSIP	Shares
2013-05-06	Adirondack_Funds	ABBOTT LABS	002824100	6,825
2013-05-06	Adirondack_Funds	ABBVIE INC	00287Y109	6,825
2013-05-06	Adirondack_Funds	AERCAP HOLDINGS NV	N00985106	85,810
2013-05-06	Adirondack_Funds	AEROPOSTALE	007865108	67,987
2013-05-06	Adirondack_Funds	ALBANY MOLECULAR RESH INC	012423109	114,083
2013-05-06	Adirondack_Funds	ALCATEL-LUCENT	013904305	441,740
2013-05-06	Adirondack_Funds	ALLSCRIPTS HEALTHCARE SOLUTN	01988P108	190,749
2013-05-06	Adirondack_Funds	ALTEVA	02153V102	21,875
2013-05-06	Adirondack_Funds	ASSURED GUARANTY LTD	G0585R106	89,600
2013-05-06	Adirondack_Funds	AT&T INC	00206R102	13,950
2013-05-06	Adirondack_Funds	AUTOBYTEL INC	05275N205	266,423
2013-05-06	Adirondack_Funds	AXT INC	00246W103	288,999
2013-05-06	Adirondack_Funds	BEBE STORES INC	075571109	305,808
2013-05-06	Adirondack_Funds	BENCHMARK ELECTRS INC	08160H101	83,288
2013-05-06	Adirondack_Funds	BOSTON SCIENTIFIC CORP	101137107	66,525
2013-05-06	Adirondack_Funds	BOULDER BRANDS INC	101405108	141,450
2013-05-06	Adirondack_Funds	BROADRIDGE FINL SOLUTIONS IN	11133T103	66,200
2013-05-06	Adirondack_Funds	BROCADE COMMUNICATIONS SYS I	111621306	406,400
2013-05-06	Adirondack_Funds	BROOKLINE BANCORP INC DEL	11373M107	201,674
2013-05-06	Adirondack_Funds	CAL MAINE FOODS INC	128030202	17,398
2013-05-06	Adirondack_Funds	CALLAWAY GOLF CO	131193104	346,608
2013-05-06	Adirondack_Funds	CHRISTOPHER & BANKS CORP	171046105	103,163
2013-05-06	Adirondack_Funds	CNO FINL GROUP INC	12621E103	264,478
2013-05-06	Adirondack_Funds	COCA COLA BOTTLING CO CONS	191098102	31,895
2013-05-06	Adirondack_Funds	COCA COLA ENTERPRISES INC NE	19122T109	13,550
2013-05-06	Adirondack_Funds	COEUR D ALENE MINES CORP IDA	192108504	55,291
2013-05-06	Adirondack_Funds	COMVERSE INC	20585P105	34,368
2013-05-06	Adirondack_Funds	CONSOLIDATED EDISON INC	209115104	5,100
2013-05-06	Adirondack_Funds	COSI INC	22122P101	811,498
2013-05-06	Adirondack_Funds	COVANTA HLDG CORP	22282E102	74,400
2013-05-06	Adirondack_Funds	COWEN GROUP INC NEW	223622101	627,160
2013-05-06	Adirondack_Funds	CRYOLIFE INC	228903100	235,288
2013-05-06	Adirondack_Funds	CTS CORP	126501105	188,312
2013-05-06	Adirondack_Funds	DOLE FOOD CO INC NEW	256603101	166,940
2013-05-06	Adirondack_Funds	DYNEGY INC NEW	26817R108	52,708
2013-05-06	Adirondack_Funds	ELECTRO SCIENTIFIC INDS	285229100	66,723
2013-05-06	Adirondack_Funds	EMCOR GROUP INC	29084Q100	64,434
2013-05-06	Adirondack_Funds	EMULEX CORP	292475209	204,207
2013-05-06	Adirondack_Funds	ENDURANCE SPECIALTY HLDGS LT	G30397106	44,258
2013-05-06	Adirondack_Funds	EXELON CORP	30161N101	14,680
2013-05-06	Adirondack_Funds	EXPRESS INC	30219E103	42,860
2013-05-06	Adirondack_Funds	FIRSTMERIT CORP	337915102	139,243
2013-05-06	Adirondack_Funds	FRESH DEL MONTE PRODUCE INC	G36738105	57,836
2013-05-06	Adirondack_Funds	GAIAM INC	36268Q103	265,370
2013-05-06	Adirondack_Funds	GENERAL ELECTRIC CO	369604103	17,325
2013-05-06	Adirondack_Funds	GENWORTH FINL INC COM	37247D106	319,300
2013-05-06	Adirondack_Funds	GFI GROUP INC	361652209	35,603
2013-05-06	Adirondack_Funds	GLOBAL POWER EQUIPMENT GRP I	37941P306	136,566
2013-05-06	Adirondack_Funds	HARDINGE INC	412324303	99,510
2013-05-06	Adirondack_Funds	HARTFORD FINL SVCS GROUP INC	416515104	21,725
2013-05-06	Adirondack_Funds	HOOPER HOLMES INC	439104100	1,939,156
2013-05-06	Adirondack_Funds	HUNTSMAN CORP	447011107	27,950
2013-05-06	Adirondack_Funds	IAC INTERACTIVECORP	44919P508	45,799
2013-05-06	Adirondack_Funds	INTRALINKS HLDGS INC	46118H104	267,377
2013-05-06	Adirondack_Funds	IPASS INC	46261V108	641,245
2013-05-06	Adirondack_Funds	JANUS CAP GROUP INC	47102X105	234,668
2013-05-06	Adirondack_Funds	JOHNSON & JOHNSON	478160104	2,500
2013-05-06	Adirondack_Funds	JOURNAL COMMUNICATIONS INC	481130102	414,619
2013-05-06	Adirondack_Funds	KEYNOTE SYS INC	493308100	79,395
2013-05-06	Adirondack_Funds	KROGER CO	501044101	9,525
2013-05-06	Adirondack_Funds	LSI INDS INC	50216C108	256,891
2013-05-06	Adirondack_Funds	MATRIX SVC CO	576853105	79,282
2013-05-06	Adirondack_Funds	METLIFE INC	59156R108	12,900
2013-05-06	Adirondack_Funds	MICROSOFT CORP	594918104	8,960
2013-05-06	Adirondack_Funds	MONDELEZ INTL INC	609207105	8,350
2013-05-06	Adirondack_Funds	MONTPELIER RE HOLDINGS LTD	G62185106	57,600
2013-05-06	Adirondack_Funds	MORGAN STANLEY	617446448	18,375
2013-05-06	Adirondack_Funds	MYERS INDS INC	628464109	44,108
2013-05-06	Adirondack_Funds	NISOURCE INC	65473P105	14,700
2013-05-06	Adirondack_Funds	NN INC	629337106	125,571
2013-05-06	Adirondack_Funds	OMEGA PROTEIN CORP	68210P107	195,806
2013-05-06	Adirondack_Funds	OWENS & MINOR INC NEW	690732102	74,151
2013-05-06	Adirondack_Funds	PAN AMERICAN SILVER CORP	697900108	55,400
2013-05-06	Adirondack_Funds	PFIZER INC	717081103	11,230
2013-05-06	Adirondack_Funds	PHOENIX COS INC NEW	71902E604	40,358
2013-05-06	Adirondack_Funds	PNM RES INC	69349H107	23,939
2013-05-06	Adirondack_Funds	PRGX GLOBAL INC	69357C503	184,127
2013-05-06	Adirondack_Funds	REAL GOODS SOLAR INC	75601N104	63,300
2013-05-06	Adirondack_Funds	REALNETWORKS INC	75605L708	122,332
2013-05-06	Adirondack_Funds	SANMINA CORPORATION	801056102	169,989
2013-05-06	Adirondack_Funds	SEABOARD CORP	811543107	755
2013-05-06	Adirondack_Funds	SEACHANGE INTL INC	811699107	179,724
2013-05-06	Adirondack_Funds	SELECTIVE INS GROUP INC	816300107	71,984
2013-05-06	Adirondack_Funds	SPRINT NEXTEL CORP	852061100	41,700
2013-05-06	Adirondack_Funds	STEWART INFORMATION SVCS COR	860372101	95,464
2013-05-06	Adirondack_Funds	TELLABS INC	879664100	80,171
2013-05-06	Adirondack_Funds	TETRA TECHNOLOGIES INC DEL	88162F105	233,686
2013-05-06	Adirondack_Funds	TRINITY BIOTECH PLC	896438306	161,507
2013-05-06	Adirondack_Funds	TRIQUINT SEMICONDUCTOR INC	89674K103	182,575
2013-05-06	Adirondack_Funds	TRUSTCO BK CORP N Y	898349105	60,750
2013-05-06	Adirondack_Funds	UNS ENERGY CORP	903119105	52,500
2013-05-06	Adirondack_Funds	VASCULAR SOLUTIONS INC	92231M109	54,917
2013-05-06	Adirondack_Funds	VISHAY INTERTECHNOLOGY INC COM	928298108	99,900
2013-05-06	Adirondack_Funds	VISTEON CORP	92839U206	35,288
2013-05-06	Adirondack_Funds	XEROX CORP	984121103	50,100
2013-05-06	Adirondack_Funds	YAHOO INC	984332106	32,300
2013-05-01	ADVANCE_CAPITAL_I_INC	AARONS INC	002535300	11,200
2013-05-01	ADVANCE_CAPITAL_I_INC	ADVANCE AUTO PARTS	00751Y106	3,900
2013-05-01	ADVANCE_CAPITAL_I_INC	APPLE COMPUTER	037833100	1,880
2013-05-01	ADVANCE_CAPITAL_I_INC	AMERISOURCE BERGEN	03073E105	17,520
2013-05-01	ADVANCE_CAPITAL_I_INC	AMERICAN CAMPUS	024835100	13,000
2013-05-01	ADVANCE_CAPITAL_I_INC	ACE Limited	H0023R105	9,450
2013-05-01	ADVANCE_CAPITAL_I_INC	AECOM TECHNOLOGY	00766T100	6,200
2013-05-01	ADVANCE_CAPITAL_I_INC	AUTOMATIC DATA PROCESSING, INC.	053015103	6,740
2013-05-01	ADVANCE_CAPITAL_I_INC	ALLIANCE DATASYS	018581108	5,600
2013-05-01	ADVANCE_CAPITAL_I_INC	AMERICAN EAGLE	02553E106	18,100
2013-05-01	ADVANCE_CAPITAL_I_INC	AETNA INC.	00817Y108	16,100
2013-05-01	ADVANCE_CAPITAL_I_INC	AMERICAN FIN. GRP.	025932104	10,400
2013-05-01	ADVANCE_CAPITAL_I_INC	AGCO CO	001084102	11,700
2013-05-01	ADVANCE_CAPITAL_I_INC	APOLLO INVESTMENT CO	03761U106	19,800
2013-05-01	ADVANCE_CAPITAL_I_INC	ARTHUR GALLAGHER CO	363576109	12,200
2013-05-01	ADVANCE_CAPITAL_I_INC	ALBEMARLE CORP	012653101	8,700
2013-05-01	ADVANCE_CAPITAL_I_INC	ALASKA AIR GROUP	011659109	8,100
2013-05-01	ADVANCE_CAPITAL_I_INC	ALLSTATE CORP	020002101	17,150
2013-05-01	ADVANCE_CAPITAL_I_INC	AMC NETWORKS INC	00164V103	3,500
2013-05-01	ADVANCE_CAPITAL_I_INC	AMETEK INC	031100100	20,600
2013-05-01	ADVANCE_CAPITAL_I_INC	AFFILIATED MANAGERSGROUP	008252108	5,000
2013-05-01	ADVANCE_CAPITAL_I_INC	AMGEN, INC.*	031162100	14,530
2013-05-01	ADVANCE_CAPITAL_I_INC	ANSYS INC.	03662Q105	7,400
2013-05-01	ADVANCE_CAPITAL_I_INC	APACHE CORPORATION	037411105	16,000
2013-05-01	ADVANCE_CAPITAL_I_INC	ALEXANDRIA REAL EST	015271109	6,200
2013-05-01	ADVANCE_CAPITAL_I_INC	ARROW ELECTRONIC	042735100	10,400
2013-05-01	ADVANCE_CAPITAL_I_INC	ASSOCIATED BANC-CORP	045487105	17,600
2013-05-01	ADVANCE_CAPITAL_I_INC	ASHLAND INC.	044209104	7,100
2013-05-01	ADVANCE_CAPITAL_I_INC	ASCENA RETAIL GROUP	04351G101	67,000
2013-05-01	ADVANCE_CAPITAL_I_INC	ATMEL CORPORATION	049513104	42,800
2013-05-01	ADVANCE_CAPITAL_I_INC	APTAR GROUP INC.	038336103	6,400
2013-05-01	ADVANCE_CAPITAL_I_INC	ATWOOD OCEANICS INC	050095108	5,600
2013-05-01	ADVANCE_CAPITAL_I_INC	AVNET INC	053807103	13,400
2013-05-01	ADVANCE_CAPITAL_I_INC	AMERICAN EXPRESS COMPANY	025816109	12,500
2013-05-01	ADVANCE_CAPITAL_I_INC	BED BATH & BEYOND, INC.*	075896100	16,000
2013-05-01	ADVANCE_CAPITAL_I_INC	BE AEROSPACE INC	073302101	10,100
2013-05-01	ADVANCE_CAPITAL_I_INC	FRANKLIN RESOURCES,INC.	354613101	5,920
2013-05-01	ADVANCE_CAPITAL_I_INC	BAKER HUGHES INC.	057224107	26,270
2013-05-01	ADVANCE_CAPITAL_I_INC	BANK OF NEW YORK COMPANY, INC.	064058100	29,630
2013-05-01	ADVANCE_CAPITAL_I_INC	BLACKROCK INC	09247X101	3,400
2013-05-01	ADVANCE_CAPITAL_I_INC	BANK OF HAWAII CORP	062540109	4,600
2013-05-01	ADVANCE_CAPITAL_I_INC	BRE PROPERTIES INC	05564E106	7,700
2013-05-01	ADVANCE_CAPITAL_I_INC	BROWN & BROWN INC	115236101	11,500
2013-05-01	ADVANCE_CAPITAL_I_INC	PEABODY ENERGY	704549104	39,000
2013-05-01	ADVANCE_CAPITAL_I_INC	BALLY TECHNOLOGIES	05874B107	4,100
2013-05-01	ADVANCE_CAPITAL_I_INC	CARDINAL HEALTH, INC..	14149Y108	17,890
2013-05-01	ADVANCE_CAPITAL_I_INC	CATERPILLER INC.	149123101	13,440
2013-05-01	ADVANCE_CAPITAL_I_INC	CBOE HOLDINGS INC	12503M108	8,900
2013-05-01	ADVANCE_CAPITAL_I_INC	COMMERCE BANCSHARES	200525103	7,600
2013-05-01	ADVANCE_CAPITAL_I_INC	CABOT CORP.	127055101	5,900
2013-05-01	ADVANCE_CAPITAL_I_INC	CADENCE DESIGN SYSTEMS, INC.	127387108	27,500
2013-05-01	ADVANCE_CAPITAL_I_INC	CELGENE CORP.	151020104	12,170
2013-05-01	ADVANCE_CAPITAL_I_INC	CERNER CORP	156782104	3,600
2013-05-01	ADVANCE_CAPITAL_I_INC	CHURCH & DWIGHT INC	171340102	17,150
2013-05-01	ADVANCE_CAPITAL_I_INC	CHICO'S FAS INC.	168615102	16,600
2013-05-01	ADVANCE_CAPITAL_I_INC	CLEAN HARBORS INC	184496107	7,200
2013-05-01	ADVANCE_CAPITAL_I_INC	COMMERICAL METALS CO	201723103	11,800
2013-05-01	ADVANCE_CAPITAL_I_INC	COMCAST CORP	20030N101	30,420
2013-05-01	ADVANCE_CAPITAL_I_INC	Cummins Inc	231021106	3,460
2013-05-01	ADVANCE_CAPITAL_I_INC	CINEMARK HOLDINGS IN	17243V102	18,900
2013-05-01	ADVANCE_CAPITAL_I_INC	CON-WAY INC.	205944101	8,900
2013-05-01	ADVANCE_CAPITAL_I_INC	CAPITAL ONE FINANCIAL CORP	14040H105	29,900
2013-05-01	ADVANCE_CAPITAL_I_INC	COACH INC	189754104	16,750
2013-05-01	ADVANCE_CAPITAL_I_INC	COOPER COS INC	216648402	4,700
2013-05-01	ADVANCE_CAPITAL_I_INC	COSTCO	22160K105	3,860
2013-05-01	ADVANCE_CAPITAL_I_INC	COVIDIEN PLC.	G2554F113	13,370
2013-05-01	ADVANCE_CAPITAL_I_INC	Copart Inc	217204106	6,900
2013-05-01	ADVANCE_CAPITAL_I_INC	CAMDEN PPTY TRSH	133131102	11,700
2013-05-01	ADVANCE_CAPITAL_I_INC	COMPUWARE CORP	205638109	20,800
2013-05-01	ADVANCE_CAPITAL_I_INC	CARTER'S INC	146229109	4,900
2013-05-01	ADVANCE_CAPITAL_I_INC	CHARLES RIVER LABORATORIES	159864107	4,800
2013-05-01	ADVANCE_CAPITAL_I_INC	CARPENTER TECHNOLOGY	144285103	19,400
2013-05-01	ADVANCE_CAPITAL_I_INC	CISCO	17275R102	55,990
2013-05-01	ADVANCE_CAPITAL_I_INC	CARLISLE COS. INC.	142339100	4,000
2013-05-01	ADVANCE_CAPITAL_I_INC	COINSTAR INC.	19259P300	17,700
2013-05-01	ADVANCE_CAPITAL_I_INC	CSX Corp	126408103	37,410
2013-05-01	ADVANCE_CAPITAL_I_INC	CATAMARAN CORP	148887102	12,010
2013-05-01	ADVANCE_CAPITAL_I_INC	COVANCE INC.	222816100	3,300
2013-05-01	ADVANCE_CAPITAL_I_INC	CVS CORPORATION	126650100	31,500
2013-05-01	ADVANCE_CAPITAL_I_INC	CHEVRON TEXACO CORP.	166764100	6,940
2013-05-01	ADVANCE_CAPITAL_I_INC	CORRECTIONS CORP	22025Y407	9,800
2013-05-01	ADVANCE_CAPITAL_I_INC	CYPRESS SEMI.	232806109	14,000
2013-05-01	ADVANCE_CAPITAL_I_INC	COMMUNITY HEALTH SYS	203668108	9,000
2013-05-01	ADVANCE_CAPITAL_I_INC	CITY NATIONAL CORPORATION	178566105	4,700
2013-05-01	ADVANCE_CAPITAL_I_INC	DARLING INTL INC	237266101	41,000
2013-05-01	ADVANCE_CAPITAL_I_INC	DONALDSON COMPANY, INC.	257651109	9,900
2013-05-01	ADVANCE_CAPITAL_I_INC	DANAHER CORPORATION	235851102	13,380
2013-05-01	ADVANCE_CAPITAL_I_INC	DISNEY, WALT COMPANY	254687106	15,310
2013-05-01	ADVANCE_CAPITAL_I_INC	DICK'S SPORTING GOOD	253393102	9,700
2013-05-01	ADVANCE_CAPITAL_I_INC	DOLLAR TREE INC	256746108	22,200
2013-05-01	ADVANCE_CAPITAL_I_INC	DRESSER-RAND GROUP	261608103	7,300
2013-05-01	ADVANCE_CAPITAL_I_INC	DUKE REALTY INVESTMENTS, INC.	264411505	18,600
2013-05-01	ADVANCE_CAPITAL_I_INC	DRIL-QUIP INC	262037104	3,700
2013-05-01	ADVANCE_CAPITAL_I_INC	DEVON ENERGY CORPORATION	25179M103	22,110
2013-05-01	ADVANCE_CAPITAL_I_INC	BRINKER INTERNATIONA	109641100	7,500
2013-05-01	ADVANCE_CAPITAL_I_INC	ENERGEN CORPCOM	29265N108	7,200
2013-05-01	ADVANCE_CAPITAL_I_INC	EMC CORPORATION - MA	268648102	50,750
2013-05-01	ADVANCE_CAPITAL_I_INC	EMERSON ELECTRIC COMPANY	291011104	7,000
2013-05-01	ADVANCE_CAPITAL_I_INC	ENDO PHARMACEUTICALS	29264F205	51,800
2013-05-01	ADVANCE_CAPITAL_I_INC	ENERGIZER HOLDINGS	29266R108	6,000
2013-05-01	ADVANCE_CAPITAL_I_INC	EQUINIX INC	29444U502	3,600
2013-05-01	ADVANCE_CAPITAL_I_INC	ESSEX PROPERTY TRUST	297178105	4,300
2013-05-01	ADVANCE_CAPITAL_I_INC	EDWARDS LIFESCIENCESCORP	28176E108	7,700
2013-05-01	ADVANCE_CAPITAL_I_INC	EAST-WEST BANCORP INC	27579R104	13,500
2013-05-01	ADVANCE_CAPITAL_I_INC	FASTENAL CO	311900104	6,400
2013-05-01	ADVANCE_CAPITAL_I_INC	FORTUNE BRANDS HOME& SECURITIES	34964C106	19,200
2013-05-01	ADVANCE_CAPITAL_I_INC	FIRST CASH FINANCIAL	31942D107	11,200
2013-05-01	ADVANCE_CAPITAL_I_INC	FAIRCHILD SEMI-CONDUCTOR INC	303726103	12,200
2013-05-01	ADVANCE_CAPITAL_I_INC	Freeport-McMoRan	35671D857	33,040
2013-05-01	ADVANCE_CAPITAL_I_INC	FACTSET RESEARCH SYS	303075105	2,600
2013-05-01	ADVANCE_CAPITAL_I_INC	FEDEX CORPORATION	31428X106	7,860
2013-05-01	ADVANCE_CAPITAL_I_INC	F5 NETWORKS INC	315616102	6,150
2013-05-01	ADVANCE_CAPITAL_I_INC	FAIR ISAAC CORP	303250104	6,200
2013-05-01	ADVANCE_CAPITAL_I_INC	FIDELITY NATL INFORM	31620M106	21,050
2013-05-01	ADVANCE_CAPITAL_I_INC	FOOT LOCKER INCCOM	344849104	14,600
2013-05-01	ADVANCE_CAPITAL_I_INC	FLOWERS FOODS INC	343498101	11,000
2013-05-01	ADVANCE_CAPITAL_I_INC	FLUOR CORP	343412102	14,350
2013-05-01	ADVANCE_CAPITAL_I_INC	FIRSTMERIT CORP	337915102	10,500
2013-05-01	ADVANCE_CAPITAL_I_INC	FIDELITY NATIONAL	31620R105	15,900
2013-05-01	ADVANCE_CAPITAL_I_INC	FIRST NIAGARA FINANC	33582V108	48,700
2013-05-01	ADVANCE_CAPITAL_I_INC	FULTON FINANCIAL COR	360271100	19,600
2013-05-01	ADVANCE_CAPITAL_I_INC	GENERAL DYNAMICS CORPORATION	369550108	5,590
2013-05-01	ADVANCE_CAPITAL_I_INC	GARDNER DENVER MACHY	365558105	4,900
2013-05-01	ADVANCE_CAPITAL_I_INC	GENERAL ELECTRIC COMPANY	369604103	36,490
2013-05-01	ADVANCE_CAPITAL_I_INC	GILEAD SCIENCES, INC..	375558103	24,960
2013-05-01	ADVANCE_CAPITAL_I_INC	RANDGOLD RESOURCES	752344309	7,500
2013-05-01	ADVANCE_CAPITAL_I_INC	GOOGLE	38259P508	1,460
2013-05-01	ADVANCE_CAPITAL_I_INC	GLOBAL PAYMENTS INC	37940X102	7,900
2013-05-01	ADVANCE_CAPITAL_I_INC	HANCOCK HOLDING CO	410120109	8,700
2013-05-01	ADVANCE_CAPITAL_I_INC	HANESBRAND INC	410345102	9,500
2013-05-01	ADVANCE_CAPITAL_I_INC	HCC Insurance Hldgs..	404132102	10,000
2013-05-01	ADVANCE_CAPITAL_I_INC	HOME DEPOT	437076102	5,980
2013-05-01	ADVANCE_CAPITAL_I_INC	HAWAIIAN ELECTRIC INDUSTRIES, INC.	419870100	9,800
2013-05-01	ADVANCE_CAPITAL_I_INC	HOLLYFRONTIER CORP	436106108	19,600
2013-05-01	ADVANCE_CAPITAL_I_INC	HERBALIFE LTD	G4412G101	13,700
2013-05-01	ADVANCE_CAPITAL_I_INC	HELIX ENERGYSOLUTIONS GROUP	42330P107	9,900
2013-05-01	ADVANCE_CAPITAL_I_INC	HEALTH MANAGEMENT AS	421933102	25,200
2013-05-01	ADVANCE_CAPITAL_I_INC	HOME PROPERTIES INC	437306103	6,900
2013-05-01	ADVANCE_CAPITAL_I_INC	HOLOGIC INC	436440101	31,200
2013-05-01	ADVANCE_CAPITAL_I_INC	HELMERICH & PAYNE	423452101	4,600
2013-05-01	ADVANCE_CAPITAL_I_INC	HILLSHIRE BRANDS CO	432589109	7,500
2013-05-01	ADVANCE_CAPITAL_I_INC	HENRY SCHEIN INC.	806407102	5,600
2013-05-01	ADVANCE_CAPITAL_I_INC	HSN INC.	404303109	3,800
2013-05-01	ADVANCE_CAPITAL_I_INC	HUBBELL INC	443510201	5,200
2013-05-01	ADVANCE_CAPITAL_I_INC	IBM	459200101	5,760
2013-05-01	ADVANCE_CAPITAL_I_INC	IDEXX LABORATORIES	45168D104	4,200
2013-05-01	ADVANCE_CAPITAL_I_INC	IDEX CORPORATION	45167R104	5,500
2013-05-01	ADVANCE_CAPITAL_I_INC	INFORMATICA CORP	45666Q102	7,200
2013-05-01	ADVANCE_CAPITAL_I_INC	INGREDION INC.	457187102	21,400
2013-05-01	ADVANCE_CAPITAL_I_INC	WORLD FUEL SERVICES	981475106	14,200
2013-05-01	ADVANCE_CAPITAL_I_INC	INTEL	458140100	67,200
2013-05-01	ADVANCE_CAPITAL_I_INC	GARTNER INCCOM	366651107	9,000
2013-05-01	ADVANCE_CAPITAL_I_INC	ITT INDUSTRIES INC.	450911201	9,600
2013-05-01	ADVANCE_CAPITAL_I_INC	ILLINOIS TOOL WORKS	452308109	6,450
2013-05-01	ADVANCE_CAPITAL_I_INC	HUNT J B TRANS SVCS	445658107	5,200
2013-05-01	ADVANCE_CAPITAL_I_INC	JETBLUE AIRWAYS CORP	477143101	32,300
2013-05-01	ADVANCE_CAPITAL_I_INC	JACK HENRY & ASSOC.	426281101	8,400
2013-05-01	ADVANCE_CAPITAL_I_INC	JONES LANG LASALLE,INC.	48020Q107	4,300
2013-05-01	ADVANCE_CAPITAL_I_INC	JOHNSON & JOHNSON	478160104	36,810
2013-05-01	ADVANCE_CAPITAL_I_INC	JOY GLOBAL INC	481165108	14,800
2013-05-01	ADVANCE_CAPITAL_I_INC	WILEY JOHN & SONS	968223206	7,900
2013-05-01	ADVANCE_CAPITAL_I_INC	KBR INC	48242W106	18,200
2013-05-01	ADVANCE_CAPITAL_I_INC	KIRBY CORPCOM	497266106	5,400
2013-05-01	ADVANCE_CAPITAL_I_INC	KIMBERLY-CLARK CORPORATION	494368103	8,500
2013-05-01	ADVANCE_CAPITAL_I_INC	KENNAMETAL INC	489170100	7,900
2013-05-01	ADVANCE_CAPITAL_I_INC	COCA COLA	191216100	10,790
2013-05-01	ADVANCE_CAPITAL_I_INC	MICHAEL KORS HOLDING	G60754101	16,000
2013-05-01	ADVANCE_CAPITAL_I_INC	KRAFT FOODS GROUP	50076Q106	19,556
2013-05-01	ADVANCE_CAPITAL_I_INC	KOHLS CORPORATION	500255104	26,740
2013-05-01	ADVANCE_CAPITAL_I_INC	KANSAS CITY SOUTHERN	485170302	8,200
2013-05-01	ADVANCE_CAPITAL_I_INC	LINCOLN ELECTRIC	533900106	8,100
2013-05-01	ADVANCE_CAPITAL_I_INC	LENNOX INTERNATIONAL	526107107	4,500
2013-05-01	ADVANCE_CAPITAL_I_INC	LKQ CORPCOM	501889208	28,600
2013-05-01	ADVANCE_CAPITAL_I_INC	LILLY (ELI)	532457108	7,760
2013-05-01	ADVANCE_CAPITAL_I_INC	ALLIANT ENERGY CORP	018802108	11,000
2013-05-01	ADVANCE_CAPITAL_I_INC	LIBERTY PPTY TRSH	531172104	6,700
2013-05-01	ADVANCE_CAPITAL_I_INC	LANDSTAR SYSTEM INC	515098101	4,400
2013-05-01	ADVANCE_CAPITAL_I_INC	MACERICH COCOM	554382101	13,200
2013-05-01	ADVANCE_CAPITAL_I_INC	MANPOWER INCORPORATED	56418H100	7,700
2013-05-01	ADVANCE_CAPITAL_I_INC	Masimo Corp	574795100	10,100
2013-05-01	ADVANCE_CAPITAL_I_INC	MCDONALD'S CORPORATION	580135101	4,220
2013-05-01	ADVANCE_CAPITAL_I_INC	MICROS SYSTEMS INC	594901100	10,600
2013-05-01	ADVANCE_CAPITAL_I_INC	MEDNAX INC	58502B106	4,900
2013-05-01	ADVANCE_CAPITAL_I_INC	MONDELEZ INTERNATION	609207105	34,000
2013-05-01	ADVANCE_CAPITAL_I_INC	MEDTRONIC INC.	585055106	8,610
2013-05-01	ADVANCE_CAPITAL_I_INC	MDU RES GROUP INC	552690109	18,500
2013-05-01	ADVANCE_CAPITAL_I_INC	MENTOR GRAPHICS CORP	587200106	16,400
2013-05-01	ADVANCE_CAPITAL_I_INC	MOHAWK INDUSTRIES	608190104	4,400
2013-05-01	ADVANCE_CAPITAL_I_INC	MILLER HERMAN INC	600544100	11,500
2013-05-01	ADVANCE_CAPITAL_I_INC	3M CO.	88579Y101	4,140
2013-05-01	ADVANCE_CAPITAL_I_INC	ALTRIA GROUP INC.IES, INC.	02209S103	40,800
2013-05-01	ADVANCE_CAPITAL_I_INC	MARATHON PETROLEUM	56585A102	9,920
2013-05-01	ADVANCE_CAPITAL_I_INC	MERCK & COMPANY, INC..	58933Y105	44,090
2013-05-01	ADVANCE_CAPITAL_I_INC	MARATHON OIL CORP..	565849106	11,850
2013-05-01	ADVANCE_CAPITAL_I_INC	MINE SAFETY APPLIANC	602720104	5,900
2013-05-01	ADVANCE_CAPITAL_I_INC	MSCI INC	55354G100	8,000
2013-05-01	ADVANCE_CAPITAL_I_INC	MICROSOFT	594918104	104,510
2013-05-01	ADVANCE_CAPITAL_I_INC	MSC INDUSTRIAL DIREC	553530106	6,200
2013-05-01	ADVANCE_CAPITAL_I_INC	METTLER-TOLEDO INTL.	592688105	1,800
2013-05-01	ADVANCE_CAPITAL_I_INC	MYLAN INCCOM	628530107	22,200
2013-05-01	ADVANCE_CAPITAL_I_INC	NATIONAL INSTRUMENTSCORP.	636518102	9,500
2013-05-01	ADVANCE_CAPITAL_I_INC	NCR CORPCOM	62886E108	24,700
2013-05-01	ADVANCE_CAPITAL_I_INC	NORDSON CORP	655663102	5,400
2013-05-01	ADVANCE_CAPITAL_I_INC	NEXTERA ENERGY INC	65339F101	5,380
2013-05-01	ADVANCE_CAPITAL_I_INC	NEWMARKET CORP	651587107	1,000
2013-05-01	ADVANCE_CAPITAL_I_INC	NATIONAL FUEL GAS	636180101	8,000
2013-05-01	ADVANCE_CAPITAL_I_INC	NATIONAL RETAIL PROP	637417106	7,100
2013-05-01	ADVANCE_CAPITAL_I_INC	NORTHERN OIL & GAS	665531109	21,800
2013-05-01	ADVANCE_CAPITAL_I_INC	NATIONAL OILWELLVARCO INC	637071101	23,530
2013-05-01	ADVANCE_CAPITAL_I_INC	NEUSTAR INC	64126X201	6,500
2013-05-01	ADVANCE_CAPITAL_I_INC	NORTHERN TRUST CORPORATION	665859104	15,430
2013-05-01	ADVANCE_CAPITAL_I_INC	NUANCE COMMUNICATION..*	67020Y100	33,000
2013-05-01	ADVANCE_CAPITAL_I_INC	NV ENERGY INCCOM	67073Y106	22,600
2013-05-01	ADVANCE_CAPITAL_I_INC	NXP SEMICONDUCTOR	N6596X109	21,500
2013-05-01	ADVANCE_CAPITAL_I_INC	NEW YORK COMM BANCOR	649445103	42,900
